"TIME","GEO","INDIC_IS","UNIT","IND_TYPE","Value"
"2011","Luxembourg","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","84"
"2011","Luxembourg","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","10"
"2011","Luxembourg","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","12"
"2011","Luxembourg","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals","3"
"2011","Luxembourg","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2011","Luxembourg","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals","1"
"2011","Luxembourg","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals","1"
"2011","Luxembourg","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","4"
"2011","Luxembourg","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","4"
"2011","Hungary","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","66"
"2011","Hungary","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","97"
"2011","Hungary","Frequency of internet access: daily","Percentage of individuals","All Individuals","55"
"2011","Hungary","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","82"
"2011","Hungary","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","11"
"2011","Hungary","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","16"
"2011","Hungary","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals","1"
"2011","Hungary","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals","2"
"2011","Hungary","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals","0"
"2011","Hungary","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals","0"
"2011","Hungary","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2011","Hungary","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2011","Malta","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","66"
"2011","Malta","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","97"
"2011","Malta","Frequency of internet access: daily","Percentage of individuals","All Individuals","55"
"2011","Malta","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","81"
"2011","Malta","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","11"
"2011","Malta","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","16"
"2011","Malta","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals","2"
"2011","Malta","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2011","Malta","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals","0"
"2011","Malta","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals","0"
"2011","Malta","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2011","Malta","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2011","Netherlands","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","90"
